Object,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Time Stamp
RH,0.2486323,1.044188,0.2608874,-0.1859576,0.002474748,-0.02508092,0.9822345,1.214685
RH,0.2486323,1.044188,0.2608874,-0.1859576,0.002474748,-0.02508092,0.9822345,1.214685
RH,0.2483805,1.043406,0.2596955,-0.1855827,0.002513582,-0.02704898,0.9822531,1.225977
RH,0.2483805,1.043406,0.2596955,-0.1855827,0.002513582,-0.02704898,0.9822531,1.225977
RH,0.2483772,1.042478,0.2584897,-0.1861056,0.003923378,-0.03154543,0.9820154,1.237402
RH,0.2483772,1.042478,0.2584897,-0.1861056,0.003923378,-0.03154543,0.9820154,1.237402
RH,0.2480049,1.041566,0.2571439,-0.1865723,0.005510768,-0.03143305,0.9819228,1.24852
RH,0.2480049,1.041566,0.2571439,-0.1865723,0.005510768,-0.03143305,0.9819228,1.24852
RH,0.2477342,1.040667,0.2559999,-0.1865852,0.006772427,-0.03066809,0.9819366,1.259983
RH,0.2477342,1.040667,0.2559999,-0.1865852,0.006772427,-0.03066809,0.9819366,1.259983
RH,0.2472752,1.039629,0.2548611,-0.1861393,0.007882756,-0.02822597,0.9820862,1.271312
RH,0.2472752,1.039629,0.2548611,-0.1861393,0.007882756,-0.02822597,0.9820862,1.271312
RH,0.2466618,1.03865,0.2536921,-0.1857007,0.008913641,-0.02607051,0.98222,1.282482
RH,0.2466618,1.03865,0.2536921,-0.1857007,0.008913641,-0.02607051,0.98222,1.282482
RH,0.2460779,1.037675,0.2525453,-0.1849816,0.009761809,-0.02477185,0.9823812,1.293777
RH,0.2460779,1.037675,0.2525453,-0.1849816,0.009761809,-0.02477185,0.9823812,1.293777
RH,0.2452747,1.036722,0.2514094,-0.1839678,0.0102677,-0.02383186,0.9825897,1.305049
RH,0.2452747,1.036722,0.2514094,-0.1839678,0.0102677,-0.02383186,0.9825897,1.305049
RH,0.2442069,1.035826,0.2503156,-0.1826986,0.01014653,-0.02248713,0.9828594,1.316246
RH,0.2442069,1.035826,0.2503156,-0.1826986,0.01014653,-0.02248713,0.9828594,1.316246
RH,0.2431556,1.034933,0.2492142,-0.1817132,0.009828745,-0.02119283,0.9830741,1.327307
RH,0.2431556,1.034933,0.2492142,-0.1817132,0.009828745,-0.02119283,0.9830741,1.327307
RH,0.24178,1.03429,0.2480971,-0.1816085,0.008566692,-0.02044632,0.983121,1.338389
RH,0.24178,1.03429,0.2480971,-0.1816085,0.008566692,-0.02044632,0.983121,1.338389
RH,0.2403288,1.033986,0.2468942,-0.1827919,0.007143982,-0.01985098,0.9829252,1.349798
RH,0.2403288,1.033986,0.2468942,-0.1827919,0.007143982,-0.01985098,0.9829252,1.349798
RH,0.2389766,1.033642,0.2456727,-0.1839144,0.005948971,-0.01911833,0.9827383,1.360595
RH,0.2389766,1.033642,0.2456727,-0.1839144,0.005948971,-0.01911833,0.9827383,1.360595
RH,0.2374024,1.03356,0.2444309,-0.185616,0.004268972,-0.01818848,0.9824448,1.371764
RH,0.2374024,1.03356,0.2444309,-0.185616,0.004268972,-0.01818848,0.9824448,1.371764
RH,0.2363136,1.034115,0.240087,-0.1870354,0.002704898,-0.01620228,0.9822159,1.382875
RH,0.2363136,1.034115,0.240087,-0.1870354,0.002704898,-0.01620228,0.9822159,1.382875
RH,0.2347318,1.033832,0.2387789,-0.1876353,0.001078096,-0.01471238,0.982128,1.393964
RH,0.2347318,1.033832,0.2387789,-0.1876353,0.001078096,-0.01471238,0.982128,1.393964
RH,0.2329946,1.033632,0.2376215,-0.1880127,-0.001151609,-0.01296879,0.9820803,1.405084
RH,0.2329946,1.033632,0.2376215,-0.1880127,-0.001151609,-0.01296879,0.9820803,1.405084
RH,0.2313222,1.033486,0.2364032,-0.1886695,-0.0031098,-0.01131573,0.9819705,1.416161
RH,0.2313222,1.033486,0.2364032,-0.1886695,-0.0031098,-0.01131573,0.9819705,1.416161
RH,0.229957,1.033287,0.2351881,-0.1890218,-0.004312383,-0.009631959,0.9819162,1.427294
RH,0.229957,1.033287,0.2351881,-0.1890218,-0.004312383,-0.009631959,0.9819162,1.427294
RH,0.228664,1.033295,0.2339972,-0.1896006,-0.005621865,-0.009228226,0.9818019,1.438379
RH,0.228664,1.033295,0.2339972,-0.1896006,-0.005621865,-0.009228226,0.9818019,1.438379
RH,0.2276243,1.033059,0.2329417,-0.1896148,-0.00680973,-0.01000083,0.981784,1.449464
RH,0.2276243,1.033059,0.2329417,-0.1896148,-0.00680973,-0.01000083,0.981784,1.449464
RH,0.2263932,1.032919,0.231846,-0.1895065,-0.007398106,-0.009022474,0.9818102,1.460745
RH,0.2263932,1.032919,0.231846,-0.1895065,-0.007398106,-0.009022474,0.9818102,1.460745
RH,0.2253965,1.032783,0.2307902,-0.1889697,-0.007828696,-0.009420001,0.9819065,1.471735
RH,0.2253965,1.032783,0.2307902,-0.1889697,-0.007828696,-0.009420001,0.9819065,1.471735
RH,0.2243961,1.032719,0.2297763,-0.1881634,-0.008633401,-0.01108759,0.9820372,1.482833
RH,0.2243961,1.032719,0.2297763,-0.1881634,-0.008633401,-0.01108759,0.9820372,1.482833
RH,0.223368,1.032636,0.2287602,-0.1874768,-0.0096188,-0.01215504,0.9821467,1.493924
RH,0.223368,1.032636,0.2287602,-0.1874768,-0.0096188,-0.01215504,0.9821467,1.493924
RH,0.2224389,1.032644,0.2277617,-0.186659,-0.01055326,-0.01363805,0.9822735,1.505112
RH,0.2224389,1.032644,0.2277617,-0.186659,-0.01055326,-0.01363805,0.9822735,1.505112
RH,0.2218868,1.032531,0.2266878,-0.1863483,-0.0117638,-0.01462247,0.9823045,1.516146
RH,0.2218868,1.032531,0.2266878,-0.1863483,-0.0117638,-0.01462247,0.9823045,1.516146
RH,0.2210654,1.032789,0.2256461,-0.1864477,-0.01300092,-0.01600984,0.9822484,1.527238
RH,0.2210654,1.032789,0.2256461,-0.1864477,-0.01300092,-0.01600984,0.9822484,1.527238
RH,0.2201787,1.033137,0.2245708,-0.1871044,-0.01426605,-0.01663295,0.9820956,1.538338
RH,0.2201787,1.033137,0.2245708,-0.1871044,-0.01426605,-0.01663295,0.9820956,1.538338
RH,0.2194157,1.033681,0.2234337,-0.1882879,-0.01612299,-0.01750635,0.9818255,1.549453
RH,0.2194157,1.033681,0.2234337,-0.1882879,-0.01612299,-0.01750635,0.9818255,1.549453
RH,0.2184914,1.034371,0.2222883,-0.1894778,-0.01760608,-0.01562786,0.9816028,1.560526
RH,0.2184914,1.034371,0.2222883,-0.1894778,-0.01760608,-0.01562786,0.9816028,1.560526
RH,0.2176782,1.034971,0.2205979,-0.1898759,-0.01879249,-0.01491058,0.981515,1.571642
RH,0.2176782,1.034971,0.2205979,-0.1898759,-0.01879249,-0.01491058,0.981515,1.571642
RH,0.21688,1.035468,0.2195311,-0.1902493,-0.02120794,-0.01442291,0.9814007,1.582737
RH,0.21688,1.035468,0.2195311,-0.1902493,-0.02120794,-0.01442291,0.9814007,1.582737
RH,0.2159163,1.035631,0.2184495,-0.1904208,-0.02345403,-0.01329166,0.9813324,1.593847
RH,0.2159163,1.035631,0.2184495,-0.1904208,-0.02345403,-0.01329166,0.9813324,1.593847
RH,0.2149293,1.03615,0.2173774,-0.1910964,-0.0263024,-0.01286264,0.9811345,1.604994
RH,0.2149293,1.03615,0.2173774,-0.1910964,-0.0263024,-0.01286264,0.9811345,1.604994
RH,0.2140011,1.036594,0.2164633,-0.1918512,-0.02918578,-0.01354816,0.9808964,1.616096
RH,0.2140011,1.036594,0.2164633,-0.1918512,-0.02918578,-0.01354816,0.9808964,1.616096
RH,0.2133315,1.036931,0.2154039,-0.192113,-0.03105244,-0.01269649,0.9807993,1.627219
RH,0.2133315,1.036931,0.2154039,-0.192113,-0.03105244,-0.01269649,0.9807993,1.627219
RH,0.2126341,1.037022,0.2145775,-0.1921666,-0.03325156,-0.01275737,0.9807159,1.638466
RH,0.2126341,1.037022,0.2145775,-0.1921666,-0.03325156,-0.01275737,0.9807159,1.638466
RH,0.2121371,1.037051,0.2138521,-0.1918932,-0.03555621,-0.0134133,0.9806798,1.649391
RH,0.2121371,1.037051,0.2138521,-0.1918932,-0.03555621,-0.0134133,0.9806798,1.649391
RH,0.2114414,1.036886,0.2133149,-0.1914628,-0.03742645,-0.01367296,0.9806907,1.660582
RH,0.2114414,1.036886,0.2133149,-0.1914628,-0.03742645,-0.01367296,0.9806907,1.660582
RH,0.2108535,1.036586,0.2127842,-0.1910059,-0.03866817,-0.01311049,0.9807394,1.6716
RH,0.2108535,1.036586,0.2127842,-0.1910059,-0.03866817,-0.01311049,0.9807394,1.6716
RH,0.2102326,1.03642,0.2123154,-0.1907566,-0.03987946,-0.01239359,0.9807487,1.68274
RH,0.2102326,1.03642,0.2123154,-0.1907566,-0.03987946,-0.01239359,0.9807487,1.68274
RH,0.2097105,1.036091,0.211865,-0.1906136,-0.04087059,-0.01176507,0.9807434,1.693854
RH,0.2097105,1.036091,0.211865,-0.1906136,-0.04087059,-0.01176507,0.9807434,1.693854
RH,0.2094942,1.035798,0.2115801,-0.1903572,-0.04116087,-0.01071789,0.9807931,1.704963
RH,0.2094942,1.035798,0.2115801,-0.1903572,-0.04116087,-0.01071789,0.9807931,1.704963
RH,0.2091893,1.035334,0.2112916,-0.1900722,-0.04118422,-0.01029017,0.9808519,1.716087
RH,0.2091893,1.035334,0.2112916,-0.1900722,-0.04118422,-0.01029017,0.9808519,1.716087
RH,0.20904,1.034982,0.2110555,-0.1898233,-0.04129641,-0.0104404,0.9808939,1.727157
RH,0.20904,1.034982,0.2110555,-0.1898233,-0.04129641,-0.0104404,0.9808939,1.727157
RH,0.2088531,1.034762,0.2108226,-0.1900062,-0.040891,-0.01135123,0.9808653,1.738274
RH,0.2088531,1.034762,0.2108226,-0.1900062,-0.040891,-0.01135123,0.9808653,1.738274
RH,0.2088803,1.034483,0.2105862,-0.1902756,-0.04044269,-0.01262115,0.9808161,1.749389
RH,0.2088803,1.034483,0.2105862,-0.1902756,-0.04044269,-0.01262115,0.9808161,1.749389
RH,0.2088685,1.034134,0.2102784,-0.1902584,-0.04014184,-0.01369529,0.9808174,1.760475
RH,0.2088685,1.034134,0.2102784,-0.1902584,-0.04014184,-0.01369529,0.9808174,1.760475
RH,0.2088665,1.0338,0.2101195,-0.1897692,-0.03974303,-0.01523142,0.9809058,1.77159
RH,0.2088665,1.0338,0.2101195,-0.1897692,-0.03974303,-0.01523142,0.9809058,1.77159
RH,0.2087759,1.033545,0.2099485,-0.189158,-0.03972371,-0.01614193,0.98101,1.782704
RH,0.2087759,1.033545,0.2099485,-0.189158,-0.03972371,-0.01614193,0.98101,1.782704
RH,0.2087187,1.033229,0.2099266,-0.1883028,-0.03988805,-0.01704794,0.9811526,1.793812
RH,0.2087187,1.033229,0.2099266,-0.1883028,-0.03988805,-0.01704794,0.9811526,1.793812
RH,0.2088041,1.032977,0.2099724,-0.1877381,-0.04009949,-0.01774056,0.9812399,1.804953
RH,0.2088041,1.032977,0.2099724,-0.1877381,-0.04009949,-0.01774056,0.9812399,1.804953
RH,0.2086746,1.032727,0.2099342,-0.1874665,-0.0403693,-0.01861482,0.9812646,1.816063
RH,0.2086746,1.032727,0.2099342,-0.1874665,-0.0403693,-0.01861482,0.9812646,1.816063
RH,0.2086047,1.032571,0.2099227,-0.187426,-0.04086658,-0.01918602,0.9812407,1.827069
RH,0.2086047,1.032571,0.2099227,-0.187426,-0.04086658,-0.01918602,0.9812407,1.827069
RH,0.2084687,1.032417,0.2099142,-0.1875932,-0.04120447,-0.01961727,0.9811861,1.83821
RH,0.2084687,1.032417,0.2099142,-0.1875932,-0.04120447,-0.01961727,0.9811861,1.83821
RH,0.2084423,1.032321,0.2100328,-0.1883401,-0.04119398,-0.01976785,0.9810404,1.849376
RH,0.2084423,1.032321,0.2100328,-0.1883401,-0.04119398,-0.01976785,0.9810404,1.849376
RH,0.2084335,1.032308,0.2101325,-0.1891703,-0.04110345,-0.01990907,0.9808816,1.86051
RH,0.2084335,1.032308,0.2101325,-0.1891703,-0.04110345,-0.01990907,0.9808816,1.86051
RH,0.2087799,1.032352,0.2104136,-0.1901181,-0.040425,-0.01973239,0.9807301,1.871523
RH,0.2087799,1.032352,0.2104136,-0.1901181,-0.040425,-0.01973239,0.9807301,1.871523
RH,0.209124,1.032311,0.2105486,-0.1905199,-0.03991942,-0.01977464,0.980672,1.882667
RH,0.209124,1.032311,0.2105486,-0.1905199,-0.03991942,-0.01977464,0.980672,1.882667
RH,0.2097939,1.032304,0.2108087,-0.1909811,-0.03903942,-0.01971993,0.9806188,1.893747
RH,0.2097939,1.032304,0.2108087,-0.1909811,-0.03903942,-0.01971993,0.9806188,1.893747
RH,0.2108002,1.032351,0.2109894,-0.1913023,-0.03771518,-0.01969914,0.9806085,1.904876
RH,0.2108002,1.032351,0.2109894,-0.1913023,-0.03771518,-0.01969914,0.9806085,1.904876
RH,0.2120527,1.032634,0.2113286,-0.1917304,-0.03588161,-0.02084509,0.98057,1.915963
RH,0.2120527,1.032634,0.2113286,-0.1917304,-0.03588161,-0.02084509,0.98057,1.915963
RH,0.2135713,1.032925,0.2116488,-0.1921203,-0.03389117,-0.02258466,0.980526,1.927062
