Object,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Time Stamp
LE,-0.4278961,0.9214152,-0.2697976,0.8660033,-0.3384509,-0.2166798,0.2975552,0.6448995
LE,-0.4278961,0.9214152,-0.2697976,0.8660033,-0.3384509,-0.2166798,0.2975552,0.6448995
LE,-0.4276515,0.9219373,-0.2711599,0.8659638,-0.3389146,-0.2169353,0.2969559,0.6559669
LE,-0.4276515,0.9219373,-0.2711599,0.8659638,-0.3389146,-0.2169353,0.2969559,0.6559669
LE,-0.4275242,0.9225138,-0.2724805,0.8658518,-0.3394285,-0.2171062,0.2965702,0.6671116
LE,-0.4275242,0.9225138,-0.2724805,0.8658518,-0.3394285,-0.2171062,0.2965702,0.6671116
LE,-0.4272193,0.92307,-0.2734864,0.8655699,-0.3398794,-0.2178542,0.2963281,0.678126
LE,-0.4272193,0.92307,-0.2734864,0.8655699,-0.3398794,-0.2178542,0.2963281,0.678126
LE,-0.4269966,0.9237694,-0.2745634,0.8652664,-0.3401944,-0.219306,0.2957816,0.6893077
LE,-0.4269966,0.9237694,-0.2745634,0.8652664,-0.3401944,-0.219306,0.2957816,0.6893077
LE,-0.4267043,0.9245096,-0.2755472,0.8650001,-0.3404879,-0.2206873,0.2951949,0.7004349
LE,-0.4267043,0.9245096,-0.2755472,0.8650001,-0.3404879,-0.2206873,0.2951949,0.7004349
LE,-0.4263579,0.9251806,-0.2764277,0.8645617,-0.3410268,-0.2222644,0.2946734,0.7115015
LE,-0.4263579,0.9251806,-0.2764277,0.8645617,-0.3410268,-0.2222644,0.2946734,0.7115015
LE,-0.4260064,0.9259007,-0.277345,0.8640943,-0.3417258,-0.2235838,0.2942361,0.7227632
LE,-0.4260064,0.9259007,-0.277345,0.8640943,-0.3417258,-0.2235838,0.2942361,0.7227632
LE,-0.425557,0.9264264,-0.2780721,0.8634973,-0.3424942,-0.2249236,0.2940739,0.734333
LE,-0.425557,0.9264264,-0.2780721,0.8634973,-0.3424942,-0.2249236,0.2940739,0.734333
LE,-0.4250852,0.9269776,-0.278727,0.8630049,-0.3432828,-0.2259079,0.2938455,0.7452551
LE,-0.4250852,0.9269776,-0.278727,0.8630049,-0.3432828,-0.2259079,0.2938455,0.7452551
LE,-0.4245127,0.9273899,-0.2794884,0.8625377,-0.3441598,-0.2264385,0.2937828,0.7616839
LE,-0.4245127,0.9273899,-0.2794884,0.8625377,-0.3441598,-0.2264385,0.2937828,0.7616839
LE,-0.4238468,0.9278522,-0.2802594,0.8622147,-0.3450031,-0.2266524,0.2935767,0.7669827
LE,-0.4238468,0.9278522,-0.2802594,0.8622147,-0.3450031,-0.2266524,0.2935767,0.7669827
LE,-0.4229168,0.9283599,-0.2810379,0.8620855,-0.345896,-0.2262364,0.2932262,0.7780669
LE,-0.4229168,0.9283599,-0.2810379,0.8620855,-0.345896,-0.2262364,0.2932262,0.7780669
LE,-0.4219247,0.9287612,-0.2817147,0.8620185,-0.3467364,-0.2257687,0.2927908,0.7892017
LE,-0.4219247,0.9287612,-0.2817147,0.8620185,-0.3467364,-0.2257687,0.2927908,0.7892017
LE,-0.4209076,0.9292314,-0.2825387,0.8620703,-0.3473654,-0.2254445,0.292142,0.8003035
LE,-0.4209076,0.9292314,-0.2825387,0.8620703,-0.3473654,-0.2254445,0.292142,0.8003035
LE,-0.4198965,0.9295772,-0.2833675,0.8622567,-0.3477347,-0.2250701,0.2914402,0.8114033
LE,-0.4198965,0.9295772,-0.2833675,0.8622567,-0.3477347,-0.2250701,0.2914402,0.8114033
LE,-0.4188832,0.9298592,-0.2842211,0.8625267,-0.3480752,-0.2244583,0.2907059,0.8224885
LE,-0.4188832,0.9298592,-0.2842211,0.8625267,-0.3480752,-0.2244583,0.2907059,0.8224885
LE,-0.4175965,0.9301298,-0.2850991,0.8626528,-0.3487598,-0.2238081,0.2900114,0.8336022
LE,-0.4175965,0.9301298,-0.2850991,0.8626528,-0.3487598,-0.2238081,0.2900114,0.8336022
LE,-0.4163686,0.9303796,-0.2860973,0.8628216,-0.3496278,-0.2228787,0.2891789,0.8447208
LE,-0.4163686,0.9303796,-0.2860973,0.8628216,-0.3496278,-0.2228787,0.2891789,0.8447208
LE,-0.4148561,0.9306238,-0.2871462,0.8632305,-0.3506056,-0.2215706,0.2877765,0.8558298
LE,-0.4148561,0.9306238,-0.2871462,0.8632305,-0.3506056,-0.2215706,0.2877765,0.8558298
LE,-0.413304,0.9309003,-0.2883623,0.8639352,-0.3514425,-0.2197793,0.2860091,0.8669211
LE,-0.413304,0.9309003,-0.2883623,0.8639352,-0.3514425,-0.2197793,0.2860091,0.8669211
LE,-0.4118222,0.9312782,-0.289584,0.8645285,-0.352208,-0.2181773,0.2844971,0.878095
LE,-0.4118222,0.9312782,-0.289584,0.8645285,-0.352208,-0.2181773,0.2844971,0.878095
LE,-0.4103674,0.9315066,-0.2909299,0.8653988,-0.352613,-0.2161061,0.2829264,0.8891417
LE,-0.4103674,0.9315066,-0.2909299,0.8653988,-0.352613,-0.2161061,0.2829264,0.8891417
LE,-0.4087006,0.9317918,-0.2922665,0.8663085,-0.3528932,-0.2136839,0.2816297,0.9002243
LE,-0.4087006,0.9317918,-0.2922665,0.8663085,-0.3528932,-0.2136839,0.2816297,0.9002243
LE,-0.4071375,0.9321074,-0.2934709,0.8671955,-0.3532052,-0.2110993,0.2804553,0.911324
LE,-0.4071375,0.9321074,-0.2934709,0.8671955,-0.3532052,-0.2110993,0.2804553,0.911324
LE,-0.4055463,0.9323696,-0.2947236,0.8678443,-0.3537974,-0.2092287,0.2791004,0.9224493
LE,-0.4055463,0.9323696,-0.2947236,0.8678443,-0.3537974,-0.2092287,0.2791004,0.9224493
LE,-0.4040254,0.9328437,-0.2960282,0.8684489,-0.3541414,-0.208255,0.2775074,0.933715
LE,-0.4040254,0.9328437,-0.2960282,0.8684489,-0.3541414,-0.208255,0.2775074,0.933715
LE,-0.4025761,0.9333706,-0.2973331,0.8692037,-0.3542719,-0.2070093,0.2759048,0.9446846
LE,-0.4025761,0.9333706,-0.2973331,0.8692037,-0.3542719,-0.2070093,0.2759048,0.9446846
LE,-0.4011298,0.9338533,-0.2987714,0.8701523,-0.3542374,-0.2058088,0.2738498,0.9557891
LE,-0.4011298,0.9338533,-0.2987714,0.8701523,-0.3542374,-0.2058088,0.2738498,0.9557891
LE,-0.3997656,0.9344568,-0.3002234,0.8710985,-0.3543383,-0.2042529,0.2718687,0.9668676
LE,-0.3997656,0.9344568,-0.3002234,0.8710985,-0.3543383,-0.2042529,0.2718687,0.9668676
LE,-0.3986315,0.9348111,-0.3016,0.8722397,-0.3541718,-0.2024987,0.2697306,0.9780015
LE,-0.3986315,0.9348111,-0.3016,0.8722397,-0.3541718,-0.2024987,0.2697306,0.9780015
LE,-0.3978041,0.9350153,-0.3029366,0.8731302,-0.3536907,-0.2012638,0.2684017,0.9890931
LE,-0.3978041,0.9350153,-0.3029366,0.8731302,-0.3536907,-0.2012638,0.2684017,0.9890931
LE,-0.3972465,0.9350847,-0.3041829,0.873624,-0.3531601,-0.2003517,0.2681757,1.000166
LE,-0.3972465,0.9350847,-0.3041829,0.873624,-0.3531601,-0.2003517,0.2681757,1.000166
LE,-0.3967491,0.9351643,-0.3053895,0.8737402,-0.3525114,-0.2001342,0.2688124,1.011363
LE,-0.3967491,0.9351643,-0.3053895,0.8737402,-0.3525114,-0.2001342,0.2688124,1.011363
LE,-0.3962265,0.9352233,-0.3069795,0.8740615,-0.3518029,-0.1997513,0.2689809,1.022369
LE,-0.3962265,0.9352233,-0.3069795,0.8740615,-0.3518029,-0.1997513,0.2689809,1.022369
LE,-0.3958646,0.9353225,-0.3085864,0.8747523,-0.3512012,-0.1988865,0.2681608,1.033703
LE,-0.3958646,0.9353225,-0.3085864,0.8747523,-0.3512012,-0.1988865,0.2681608,1.033703
LE,-0.395506,0.9353448,-0.310309,0.87572,-0.3508041,-0.1977116,0.2663852,1.044606
LE,-0.395506,0.9353448,-0.310309,0.87572,-0.3508041,-0.1977116,0.2663852,1.044606
LE,-0.3951608,0.9354776,-0.3118353,0.8766335,-0.3503078,-0.1967899,0.2647111,1.055712
LE,-0.3951608,0.9354776,-0.3118353,0.8766335,-0.3503078,-0.1967899,0.2647111,1.055712
LE,-0.395116,0.9353393,-0.3133851,0.8773717,-0.3497793,-0.196108,0.263467,1.067174
LE,-0.395116,0.9353393,-0.3133851,0.8773717,-0.3497793,-0.196108,0.263467,1.067174
LE,-0.3953851,0.9350216,-0.3148482,0.8779185,-0.3494264,-0.1951665,0.2628122,1.079243
LE,-0.3953851,0.9350216,-0.3148482,0.8779185,-0.3494264,-0.1951665,0.2628122,1.079243
LE,-0.3957802,0.9346139,-0.3162826,0.878248,-0.3490773,-0.1942491,0.2628551,1.09074
LE,-0.3957802,0.9346139,-0.3162826,0.878248,-0.3490773,-0.1942491,0.2628551,1.09074
LE,-0.3961269,0.9342183,-0.317705,0.8787404,-0.3485285,-0.1936718,0.2623633,1.101861
LE,-0.3961269,0.9342183,-0.317705,0.8787404,-0.3485285,-0.1936718,0.2623633,1.101861
LE,-0.3969024,0.9337661,-0.3191375,0.8791531,-0.3478703,-0.1931972,0.2622038,1.112986
LE,-0.3969024,0.9337661,-0.3191375,0.8791531,-0.3478703,-0.1931972,0.2622038,1.112986
LE,-0.3977655,0.9332144,-0.3203393,0.8796095,-0.3470767,-0.1924151,0.2623003,1.124279
LE,-0.3977655,0.9332144,-0.3203393,0.8796095,-0.3470767,-0.1924151,0.2623003,1.124279
LE,-0.3985668,0.9326155,-0.3216347,0.8799989,-0.3465253,-0.1920029,0.262025,1.135588
LE,-0.3985668,0.9326155,-0.3216347,0.8799989,-0.3465253,-0.1920029,0.262025,1.135588
LE,-0.3995966,0.9319715,-0.3226748,0.8801409,-0.3461525,-0.1922821,0.2618361,1.146906
LE,-0.3995966,0.9319715,-0.3226748,0.8801409,-0.3461525,-0.1922821,0.2618361,1.146906
LE,-0.4005779,0.9313638,-0.3236611,0.8802153,-0.3456705,-0.1930531,0.2616553,1.15819
LE,-0.4005779,0.9313638,-0.3236611,0.8802153,-0.3456705,-0.1930531,0.2616553,1.15819
LE,-0.4018251,0.930501,-0.3243695,0.8800311,-0.3450834,-0.1946767,0.2618467,1.16946
LE,-0.4018251,0.930501,-0.3243695,0.8800311,-0.3450834,-0.1946767,0.2618467,1.16946
LE,-0.4030851,0.9296901,-0.3251434,0.8797901,-0.344354,-0.1961054,0.2625497,1.180753
LE,-0.4030851,0.9296901,-0.3251434,0.8797901,-0.344354,-0.1961054,0.2625497,1.180753
LE,-0.404358,0.9284811,-0.3256806,0.8794647,-0.343666,-0.1971957,0.2637221,1.192123
LE,-0.404358,0.9284811,-0.3256806,0.8794647,-0.343666,-0.1971957,0.2637221,1.192123
LE,-0.4056505,0.9273307,-0.3262606,0.8792404,-0.3429107,-0.1979307,0.2649,1.203386
LE,-0.4056505,0.9273307,-0.3262606,0.8792404,-0.3429107,-0.1979307,0.2649,1.203386
LE,-0.4069761,0.926059,-0.3267012,0.8787917,-0.3421715,-0.1988149,0.2666766,1.214685
LE,-0.4069761,0.926059,-0.3267012,0.8787917,-0.3421715,-0.1988149,0.2666766,1.214685
LE,-0.4082547,0.9249282,-0.3272308,0.8783842,-0.3414142,-0.2002551,0.2679093,1.225977
LE,-0.4082547,0.9249282,-0.3272308,0.8783842,-0.3414142,-0.2002551,0.2679093,1.225977
LE,-0.4094974,0.9236425,-0.3276499,0.8778094,-0.340572,-0.2023154,0.2693138,1.237402
LE,-0.4094974,0.9236425,-0.3276499,0.8778094,-0.340572,-0.2023154,0.2693138,1.237402
LE,-0.4107796,0.9223123,-0.3280413,0.8773332,-0.3394885,-0.2040816,0.2708962,1.24852
LE,-0.4107796,0.9223123,-0.3280413,0.8773332,-0.3394885,-0.2040816,0.2708962,1.24852
LE,-0.4118549,0.9209317,-0.3284281,0.876789,-0.3383027,-0.2060766,0.272626,1.259983
LE,-0.4118549,0.9209317,-0.3284281,0.876789,-0.3383027,-0.2060766,0.272626,1.259983
LE,-0.4129254,0.9195974,-0.3288468,0.8760245,-0.3373975,-0.2080836,0.2746731,1.271312
LE,-0.4129254,0.9195974,-0.3288468,0.8760245,-0.3373975,-0.2080836,0.2746731,1.271312
LE,-0.4135748,0.9180378,-0.3293703,0.8753691,-0.336324,-0.209667,0.2768661,1.282482
LE,-0.4135748,0.9180378,-0.3293703,0.8753691,-0.336324,-0.209667,0.2768661,1.282482
LE,-0.4142488,0.9165552,-0.3299357,0.8748426,-0.3352658,-0.2107862,0.2789559,1.293777
LE,-0.4142488,0.9165552,-0.3299357,0.8748426,-0.3352658,-0.2107862,0.2789559,1.293777
LE,-0.4147011,0.9149652,-0.3306661,0.8744809,-0.3340153,-0.2113727,0.2811379,1.305049
LE,-0.4147011,0.9149652,-0.3306661,0.8744809,-0.3340153,-0.2113727,0.2811379,1.305049
LE,-0.4152693,0.9134817,-0.3313081,0.8740919,-0.3328081,-0.2121732,0.2831688,1.316246
LE,-0.4152693,0.9134817,-0.3313081,0.8740919,-0.3328081,-0.2121732,0.2831688,1.316246
LE,-0.4155556,0.9119242,-0.3322414,0.873521,-0.3318424,-0.2131934,0.2852896,1.327307
LE,-0.4155556,0.9119242,-0.3322414,0.873521,-0.3318424,-0.2131934,0.2852896,1.327307
LE,-0.4157921,0.9104137,-0.3332711,0.8731309,-0.3305897,-0.2143745,0.287048,1.338389
LE,-0.4157921,0.9104137,-0.3332711,0.8731309,-0.3305897,-0.2143745,0.287048,1.338389
LE,-0.4157575,0.9088438,-0.3343931,0.8728039,-0.3291251,-0.2157292,0.2887059,1.349798
LE,-0.4157575,0.9088438,-0.3343931,0.8728039,-0.3291251,-0.2157292,0.2887059,1.349798
LE,-0.4156874,0.9073347,-0.3355263,0.8724862,-0.3277561,-0.2168065,0.2904112,1.360595
LE,-0.4156874,0.9073347,-0.3355263,0.8724862,-0.3277561,-0.2168065,0.2904112,1.360595
LE,-0.4154137,0.9058745,-0.3368762,0.872335,-0.3263583,-0.2173477,0.2920307,1.371764
LE,-0.4154137,0.9058745,-0.3368762,0.872335,-0.3263583,-0.2173477,0.2920307,1.371764
LE,-0.4149781,0.9044398,-0.3383221,0.8721989,-0.3252279,-0.2177479,0.2933967,1.382875
LE,-0.4149781,0.9044398,-0.3383221,0.8721989,-0.3252279,-0.2177479,0.2933967,1.382875
LE,-0.4143962,0.9030697,-0.3398622,0.8721447,-0.3240205,-0.2181981,0.2945572,1.393964
LE,-0.4143962,0.9030697,-0.3398622,0.8721447,-0.3240205,-0.2181981,0.2945572,1.393964
LE,-0.4138776,0.9016773,-0.3413261,0.8721413,-0.322741,-0.218594,0.2956764,1.405084
LE,-0.4138776,0.9016773,-0.3413261,0.8721413,-0.322741,-0.218594,0.2956764,1.405084
LE,-0.4129654,0.9004641,-0.3430052,0.8723684,-0.321437,-0.2185741,0.2964406,1.416161
LE,-0.4129654,0.9004641,-0.3430052,0.8723684,-0.321437,-0.2185741,0.2964406,1.416161
LE,-0.4121004,0.8993126,-0.344534,0.8727935,-0.3200193,-0.2182151,0.2969871,1.427294
LE,-0.4121004,0.8993126,-0.344534,0.8727935,-0.3200193,-0.2182151,0.2969871,1.427294
LE,-0.4110085,0.898167,-0.3462624,0.8734057,-0.3184243,-0.217697,0.2972818,1.438379
LE,-0.4110085,0.898167,-0.3462624,0.8734057,-0.3184243,-0.217697,0.2972818,1.438379
LE,-0.4097747,0.8972042,-0.3480375,0.8742599,-0.3166389,-0.2167913,0.2973399,1.449464
LE,-0.4097747,0.8972042,-0.3480375,0.8742599,-0.3166389,-0.2167913,0.2973399,1.449464
LE,-0.4087111,0.8961504,-0.3496693,0.87508,-0.3148596,-0.2159259,0.2974463,1.460745
LE,-0.4087111,0.8961504,-0.3496693,0.87508,-0.3148596,-0.2159259,0.2974463,1.460745
LE,-0.407576,0.8952296,-0.3516684,0.8759745,-0.313252,-0.2146113,0.2974625,1.471735
LE,-0.407576,0.8952296,-0.3516684,0.8759745,-0.313252,-0.2146113,0.2974625,1.471735
LE,-0.406407,0.8944566,-0.3533478,0.8768147,-0.3116144,-0.2134557,0.2975386,1.482833
LE,-0.406407,0.8944566,-0.3533478,0.8768147,-0.3116144,-0.2134557,0.2975386,1.482833
LE,-0.4052526,0.8938038,-0.3548661,0.8774813,-0.3102781,-0.2124659,0.2976783,1.493924
LE,-0.4052526,0.8938038,-0.3548661,0.8774813,-0.3102781,-0.2124659,0.2976783,1.493924
LE,-0.404147,0.8934313,-0.3564306,0.8780974,-0.3089005,-0.2117946,0.2977728,1.505112
LE,-0.404147,0.8934313,-0.3564306,0.8780974,-0.3089005,-0.2117946,0.2977728,1.505112
LE,-0.4033064,0.8929859,-0.3576546,0.8784758,-0.3078025,-0.2115179,0.2979901,1.516146
LE,-0.4033064,0.8929859,-0.3576546,0.8784758,-0.3078025,-0.2115179,0.2979901,1.516146
LE,-0.4024693,0.89264,-0.3588207,0.8786337,-0.3069504,-0.2114738,0.2984344,1.527238
LE,-0.4024693,0.89264,-0.3588207,0.8786337,-0.3069504,-0.2114738,0.2984344,1.527238
LE,-0.4019257,0.8924835,-0.3597174,0.87846,-0.3064534,-0.2118962,0.2991561,1.538338
LE,-0.4019257,0.8924835,-0.3597174,0.87846,-0.3064534,-0.2118962,0.2991561,1.538338
LE,-0.4015335,0.8925285,-0.3603002,0.8776741,-0.3065464,-0.2134999,0.3002255,1.549453
LE,-0.4015335,0.8925285,-0.3603002,0.8776741,-0.3065464,-0.2134999,0.3002255,1.549453
LE,-0.4010295,0.8924284,-0.36105,0.8773561,-0.306371,-0.2141228,0.3008897,1.560526
LE,-0.4010295,0.8924284,-0.36105,0.8773561,-0.306371,-0.2141228,0.3008897,1.560526
LE,-0.4004091,0.8923537,-0.3620613,0.8768758,-0.3065371,-0.2145066,0.3018456,1.571642
LE,-0.4004091,0.8923537,-0.3620613,0.8768758,-0.3065371,-0.2145066,0.3018456,1.571642
LE,-0.4000694,0.8923863,-0.3626122,0.8764067,-0.3067251,-0.2146579,0.3029074,1.582737
LE,-0.4000694,0.8923863,-0.3626122,0.8764067,-0.3067251,-0.2146579,0.3029074,1.582737
LE,-0.3997105,0.8924774,-0.3630422,0.87588,-0.3069725,-0.2147751,0.3040951,1.593847
LE,-0.3997105,0.8924774,-0.3630422,0.87588,-0.3069725,-0.2147751,0.3040951,1.593847
LE,-0.3994008,0.892481,-0.3634592,0.8753043,-0.3073039,-0.2151572,0.3051459,1.604994
LE,-0.3994008,0.892481,-0.3634592,0.8753043,-0.3073039,-0.2151572,0.3051459,1.604994
LE,-0.3990017,0.8925821,-0.3638847,0.874751,-0.3076798,-0.2155953,0.3060434,1.616096
LE,-0.3990017,0.8925821,-0.3638847,0.874751,-0.3076798,-0.2155953,0.3060434,1.616096
LE,-0.398584,0.8925911,-0.3642352,0.8743192,-0.3080542,-0.2160766,0.3065608,1.627219
LE,-0.398584,0.8925911,-0.3642352,0.8743192,-0.3080542,-0.2160766,0.3065608,1.627219
LE,-0.3981949,0.8926018,-0.3644964,0.8740664,-0.3082075,-0.2162272,0.3070211,1.638466
LE,-0.3981949,0.8926018,-0.3644964,0.8740664,-0.3082075,-0.2162272,0.3070211,1.638466
LE,-0.3976718,0.8926007,-0.3647023,0.8738929,-0.3086168,-0.2158295,0.3073834,1.649391
LE,-0.3976718,0.8926007,-0.3647023,0.8738929,-0.3086168,-0.2158295,0.3073834,1.649391
LE,-0.397312,0.892531,-0.3648463,0.8736984,-0.3089838,-0.2153587,0.3078973,1.660582
LE,-0.397312,0.892531,-0.3648463,0.8736984,-0.3089838,-0.2153587,0.3078973,1.660582
LE,-0.396907,0.8924339,-0.3648333,0.8735629,-0.309151,-0.2147305,0.308552,1.6716
LE,-0.396907,0.8924339,-0.3648333,0.8735629,-0.309151,-0.2147305,0.308552,1.6716
LE,-0.3964304,0.892166,-0.3649231,0.8734021,-0.3094688,-0.2137811,0.3093471,1.68274
LE,-0.3964304,0.892166,-0.3649231,0.8734021,-0.3094688,-0.2137811,0.3093471,1.68274
LE,-0.3958555,0.892012,-0.3649989,0.8732101,-0.3097363,-0.2131624,0.3100474,1.693854
LE,-0.3958555,0.892012,-0.3649989,0.8732101,-0.3097363,-0.2131624,0.3100474,1.693854
LE,-0.3952688,0.8919517,-0.3648836,0.8732274,-0.3096995,-0.2124744,0.3105074,1.704963
LE,-0.3952688,0.8919517,-0.3648836,0.8732274,-0.3096995,-0.2124744,0.3105074,1.704963
LE,-0.3946286,0.8918787,-0.3648493,0.8734333,-0.3093016,-0.2115863,0.310931,1.716087
LE,-0.3946286,0.8918787,-0.3648493,0.8734333,-0.3093016,-0.2115863,0.310931,1.716087
LE,-0.3938061,0.8916829,-0.3648896,0.8738169,-0.3088069,-0.2103815,0.3111623,1.727157
LE,-0.3938061,0.8916829,-0.3648896,0.8738169,-0.3088069,-0.2103815,0.3111623,1.727157
LE,-0.3930522,0.8915684,-0.3648384,0.8742468,-0.3083436,-0.2088962,0.3114145,1.738274
LE,-0.3930522,0.8915684,-0.3648384,0.8742468,-0.3083436,-0.2088962,0.3114145,1.738274
LE,-0.3921586,0.8912898,-0.3647884,0.8749323,-0.3076365,-0.2070126,0.3114467,1.749389
LE,-0.3921586,0.8912898,-0.3647884,0.8749323,-0.3076365,-0.2070126,0.3114467,1.749389
LE,-0.3914264,0.8911004,-0.3646516,0.8754523,-0.3069578,-0.2056793,0.3115384,1.760475
LE,-0.3914264,0.8911004,-0.3646516,0.8754523,-0.3069578,-0.2056793,0.3115384,1.760475
LE,-0.3905817,0.8907461,-0.3643327,0.8759321,-0.3061334,-0.2043831,0.3118539,1.77159
LE,-0.3905817,0.8907461,-0.3643327,0.8759321,-0.3061334,-0.2043831,0.3118539,1.77159
LE,-0.3897589,0.8903788,-0.3640676,0.8762932,-0.3052938,-0.2029853,0.3125748,1.782704
LE,-0.3897589,0.8903788,-0.3640676,0.8762932,-0.3052938,-0.2029853,0.3125748,1.782704
LE,-0.3888851,0.889985,-0.3636594,0.8765002,-0.304698,-0.201923,0.3132629,1.793812
LE,-0.3888851,0.889985,-0.3636594,0.8765002,-0.304698,-0.201923,0.3132629,1.793812
LE,-0.3879479,0.8896389,-0.3632156,0.8767465,-0.3039466,-0.2013066,0.3136998,1.804953
LE,-0.3879479,0.8896389,-0.3632156,0.8767465,-0.3039466,-0.2013066,0.3136998,1.804953
LE,-0.3869339,0.8892348,-0.3626495,0.8770086,-0.3030795,-0.200673,0.3142119,1.816063
LE,-0.3869339,0.8892348,-0.3626495,0.8770086,-0.3030795,-0.200673,0.3142119,1.816063
LE,-0.3858312,0.8887885,-0.3621653,0.8771552,-0.3021607,-0.2001541,0.3150176,1.827069
LE,-0.3858312,0.8887885,-0.3621653,0.8771552,-0.3021607,-0.2001541,0.3150176,1.827069
LE,-0.3847443,0.8883959,-0.3615908,0.8773261,-0.3012047,-0.1995726,0.3158249,1.83821
LE,-0.3847443,0.8883959,-0.3615908,0.8773261,-0.3012047,-0.1995726,0.3158249,1.83821
LE,-0.3836375,0.8880678,-0.3608902,0.8774437,-0.3000749,-0.1989017,0.3169948,1.849376
LE,-0.3836375,0.8880678,-0.3608902,0.8774437,-0.3000749,-0.1989017,0.3169948,1.849376
LE,-0.3824431,0.887684,-0.3602617,0.8778305,-0.2988768,-0.1978979,0.3176834,1.86051
LE,-0.3824431,0.887684,-0.3602617,0.8778305,-0.2988768,-0.1978979,0.3176834,1.86051
LE,-0.3810543,0.8872824,-0.3596902,0.878365,-0.2976306,-0.1964405,0.3182799,1.871523
